,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,condition,grade,sqft_above,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,ren,age
10432,400000.0,5,2.5,2510,7525,1.5,4,7,1710,0.0,98106,47.5422,-122.359,1270,6741,0,86
10433,455000.0,4,1.75,3060,94089,1.0,3,8,3060,0.0,98072,47.744,-122.087,2180,43995,0,57
10436,695000.0,3,2.0,2500,4080,1.5,5,7,1680,0.0,98103,47.6813,-122.346,1550,3060,0,93
10438,650000.0,3,1.75,1840,2310,1.0,4,8,1140,0.0,98109,47.6462,-122.351,1670,4000,0,101
10441,655000.0,3,2.0,1820,4480,1.0,5,7,1120,0.0,98105,47.6717,-122.295,1920,4480,0,92
10444,415000.0,4,2.25,2520,8000,1.0,3,8,1680,0.0,98023,47.3202,-122.383,2300,8000,0,45
10445,396400.0,4,2.5,2120,215186,2.0,2,7,2120,0.0,98014,47.701,-121.857,2000,215186,0,32
10448,855000.0,4,2.0,2380,10800,2.0,3,8,2380,0.0,98118,47.5682,-122.275,2112,6600,0,90
10451,290000.0,4,2.25,1900,10950,1.0,4,7,1400,0.0,98032,47.3582,-122.284,1700,11850,0,56
10455,265000.0,3,1.0,1620,9450,1.5,3,7,1620,0.0,98168,47.5136,-122.313,2070,11970,0,87
10458,1050000.0,4,2.5,3250,48037,1.0,3,8,2030,0.0,98074,47.6326,-122.07,2970,48037,0,30
10459,402500.0,2,1.0,800,2280,1.0,5,6,800,0.0,98107,47.6588,-122.362,1310,4200,0,69
10460,450000.0,3,1.75,1360,5445,1.0,4,7,1360,0.0,98008,47.6071,-122.123,1570,7840,0,58
10461,262500.0,5,2.25,1950,8086,1.0,3,7,1130,0.0,98003,47.3179,-122.331,1670,8550,0,35
10467,213000.0,2,1.0,750,6089,1.0,3,6,750,0.0,98055,47.475,-122.199,1430,6451,0,78
10468,400000.0,4,3.0,2240,7035,2.0,3,7,2240,1993.0,98146,47.5124,-122.374,1060,6300,1,73
10469,202000.0,1,0.75,590,5650,1.0,3,6,590,0.0,98118,47.5181,-122.267,980,5650,0,71
10471,250000.0,3,1.0,1040,8000,1.0,4,7,1040,0.0,98166,47.4711,-122.35,1170,9450,0,59
10472,405000.0,5,1.75,1880,10000,1.0,3,7,960,0.0,98034,47.7182,-122.201,1580,10000,0,52
10473,325000.0,2,1.0,1070,8750,1.0,3,7,1070,0.0,98055,47.4734,-122.198,1300,9670,0,64
10474,301350.0,3,3.0,1860,7440,1.0,5,7,1040,0.0,98178,47.5035,-122.255,1490,8160,0,61
10475,425000.0,2,1.75,1550,7800,1.0,3,7,1050,0.0,98136,47.5436,-122.39,1370,5000,0,75
10476,460000.0,3,1.0,1860,6360,1.0,3,8,1470,0.0,98136,47.5327,-122.392,1770,6175,0,61
10479,435000.0,2,1.0,1260,4080,1.5,5,7,1260,0.0,98115,47.687,-122.32,1720,4080,0,89
10480,227950.0,3,1.5,1120,11430,1.0,4,7,1120,0.0,98031,47.4105,-122.194,1790,8760,0,52
10481,425000.0,2,1.0,1250,5880,1.0,3,6,900,0.0,98117,47.6908,-122.391,1520,5020,0,67
10484,397000.0,4,1.75,2020,6000,1.0,3,7,1620,0.0,98144,47.577,-122.302,1870,4000,0,56
10485,410000.0,4,1.75,1790,11875,1.0,4,7,1490,0.0,98027,47.522,-122.047,1870,11760,0,46
10487,1350000.0,4,3.25,3030,5164,1.5,5,9,2700,0.0,98112,47.6394,-122.299,1890,4415,0,90
10489,390000.0,3,1.75,1180,16552,1.0,4,7,1180,0.0,98072,47.7426,-122.116,2780,45302,0,48
10490,226500.0,3,2.0,1560,7000,1.0,4,7,1560,0.0,98001,47.3355,-122.284,1560,7200,0,47
10491,495000.0,3,2.0,1340,2550,2.0,3,7,1340,0.0,98117,47.6793,-122.38,1370,5100,0,31
10492,1500000.0,5,3.25,2590,11500,1.0,4,9,2590,0.0,98040,47.545,-122.229,2780,11989,0,47
10493,385000.0,3,1.0,1020,5950,1.0,3,6,880,0.0,98106,47.5436,-122.357,1800,5950,0,65
10496,465000.0,2,1.0,1120,4000,1.0,3,7,1120,0.0,98105,47.6567,-122.327,1620,4000,0,89
10499,1230000.0,4,2.25,3490,6906,2.0,4,10,2280,0.0,98199,47.6424,-122.407,2540,6223,0,87
10500,400000.0,4,2.25,1970,8941,2.0,3,7,1970,0.0,98034,47.7223,-122.172,1880,7793,0,42
10503,420000.0,4,1.75,1340,8400,1.0,5,7,1340,0.0,98056,47.5382,-122.173,1980,8400,0,48
10504,148226.0,3,1.0,1400,7360,1.0,4,7,1400,0.0,98092,47.3123,-122.186,1600,8030,0,47
10505,313000.0,3,1.0,1510,10369,1.0,4,7,1010,0.0,98059,47.4808,-122.099,1510,16057,0,47
10506,150000.0,3,1.0,1320,8220,1.0,3,7,1320,0.0,98198,47.3697,-122.309,1320,7920,0,56
10507,150000.0,2,1.0,820,10270,1.0,3,7,820,0.0,98168,47.5119,-122.329,1670,10086,0,61
10508,230000.0,2,1.0,1080,9435,1.0,3,6,1080,0.0,98058,47.459,-122.181,1200,9210,0,57
10509,389100.0,2,1.0,840,5400,1.0,4,7,840,0.0,98118,47.5489,-122.271,1340,5400,0,67
10510,645000.0,4,2.25,2070,8720,1.0,5,8,1360,0.0,98033,47.6678,-122.182,2180,8510,0,41
10511,310000.0,3,1.0,1520,6500,1.0,3,7,990,0.0,98198,47.4164,-122.332,1500,7500,0,57
10515,850000.0,3,2.0,1540,3600,2.0,3,8,1540,1988.0,98112,47.6343,-122.283,2970,3600,1,115
10521,405000.0,2,1.0,1020,8155,1.0,4,7,1020,0.0,98177,47.7257,-122.361,1430,8157,0,67
10522,467000.0,4,2.5,2220,7210,1.0,3,7,1270,0.0,98011,47.7428,-122.183,2220,7313,0,42
10523,392500.0,2,1.0,1050,4125,1.0,4,7,1050,0.0,98144,47.5736,-122.307,1650,4125,0,106
10530,184500.0,3,1.5,1280,3640,2.0,3,6,1280,0.0,98002,47.334,-122.214,1150,4105,0,32
10533,850000.0,4,1.75,2350,11914,1.0,4,8,2350,0.0,98040,47.5392,-122.228,2240,10706,0,54
10534,209000.0,3,1.0,920,5200,1.0,4,6,920,0.0,98042,47.3647,-122.082,920,4875,0,46
10536,369500.0,3,1.5,1650,9957,1.0,4,7,1100,0.0,98125,47.7303,-122.298,1650,7957,0,54
10537,440000.0,3,1.75,1760,8025,1.0,4,7,1230,0.0,98034,47.7287,-122.192,1590,7543,0,39
10538,947500.0,4,2.25,3290,12329,1.5,4,10,3290,0.0,98040,47.5639,-122.216,3170,12329,0,47
10540,385000.0,3,2.0,1600,10318,1.0,3,7,930,0.0,98133,47.7466,-122.347,1590,7040,0,74
10542,660000.0,4,1.5,1960,4500,1.5,3,7,1960,0.0,98117,47.6797,-122.359,1960,4500,0,93
10543,729000.0,3,4.25,3300,308080,2.0,4,9,2520,0.0,98070,47.3979,-122.416,2130,90604,0,39
10544,440000.0,3,1.75,2000,11880,2.0,3,8,2000,0.0,98075,47.5882,-122.052,1820,15120,0,36
10546,460000.0,2,1.0,1430,12092,1.0,4,7,1430,0.0,98125,47.7023,-122.276,2320,10800,0,77
10547,516000.0,3,3.0,2330,7304,1.0,3,9,1300,0.0,98005,47.5982,-122.172,2330,9518,0,44
10549,500000.0,4,1.75,2240,9886,1.5,4,7,2240,0.0,98008,47.6294,-122.116,1540,8040,0,50
10550,465000.0,5,1.75,2330,6450,1.0,3,8,1330,0.0,98146,47.4959,-122.367,2330,8258,0,57
10552,195000.0,2,1.0,1280,7861,1.0,4,6,1280,0.0,98002,47.3007,-122.228,1020,6480,0,102
10554,502000.0,6,2.5,2890,8122,1.0,3,8,1630,0.0,98008,47.5886,-122.113,2730,9915,0,38
10559,480000.0,2,1.0,820,4200,1.0,3,7,820,0.0,98112,47.6249,-122.298,1290,4000,0,35
10560,410000.0,3,1.0,1330,5000,1.0,3,7,1120,0.0,98125,47.7211,-122.308,1920,7790,0,58
10563,280000.0,3,1.75,1630,11800,1.0,4,7,1630,0.0,98045,47.4863,-121.73,2090,57428,0,44
10564,440000.0,3,1.0,1410,8925,1.0,3,7,1410,0.0,98052,47.6782,-122.162,1330,8925,0,57
10565,333000.0,5,1.75,1240,8936,1.0,3,7,1240,0.0,98006,47.5738,-122.136,1600,9341,0,61
10567,345000.0,3,2.25,2020,9000,2.0,3,7,2020,0.0,98045,47.4487,-121.775,1460,9680,0,36
10569,198000.0,2,1.0,790,14200,1.0,3,7,790,0.0,98188,47.459,-122.285,1430,10000,0,64
10570,730000.0,3,1.75,2040,11294,1.0,4,7,1340,0.0,98004,47.5923,-122.197,2120,9587,0,63
10571,266200.0,3,1.5,1430,9600,1.0,4,7,1430,0.0,98059,47.4737,-122.15,1590,10240,0,49
10572,1060000.0,4,2.5,2250,10160,2.0,5,8,2250,0.0,98040,47.5645,-122.219,2660,10125,0,48
10573,95000.0,2,1.0,1070,20450,1.0,2,6,1070,0.0,98058,47.4338,-122.183,1360,15581,0,67
10575,650000.0,4,2.25,2560,9731,2.0,4,7,2560,0.0,98034,47.7261,-122.246,1860,9731,0,42
10578,455000.0,4,2.25,1740,8449,1.0,4,7,1170,0.0,98008,47.6079,-122.123,1980,11175,0,57
10579,392000.0,4,3.75,2220,3797,1.5,4,6,1330,0.0,98108,47.5574,-122.315,1490,4340,0,98
10580,373000.0,3,1.75,1310,7811,1.0,3,7,1310,0.0,98034,47.7319,-122.167,1530,7800,0,39
10581,951250.0,5,3.0,2710,8227,1.0,3,8,1910,0.0,98199,47.6505,-122.39,2060,5400,0,62
10584,525000.0,2,1.0,1080,3500,1.0,3,7,1080,0.0,98103,47.6667,-122.356,1790,4000,0,91
10585,580000.0,4,2.5,2110,11680,1.0,4,7,1420,0.0,98052,47.6964,-122.118,1890,9600,0,38
10586,278000.0,3,2.25,1590,9425,1.0,3,7,1170,0.0,98058,47.4291,-122.16,1590,9394,0,30
10588,783200.0,4,2.0,1590,5400,1.0,3,7,990,0.0,98119,47.637,-122.367,2190,4800,0,115
10592,385000.0,3,1.75,1560,14288,1.0,3,6,780,0.0,98125,47.7183,-122.306,1320,8928,0,71
10593,549995.0,3,1.0,1120,6600,1.0,3,7,1120,0.0,98105,47.6712,-122.267,1300,6600,0,72
10595,510000.0,6,4.5,3300,7200,2.0,3,8,3300,0.0,98052,47.6798,-122.104,2470,7561,0,35
10601,562000.0,3,1.75,1880,5978,1.0,5,7,940,0.0,98144,47.5793,-122.294,1930,4770,0,58
10605,333000.0,4,2.5,1910,9244,1.0,4,6,1910,0.0,98059,47.4918,-122.141,2590,9286,0,52
10606,560000.0,3,1.5,2000,7350,1.0,3,8,2000,0.0,98177,47.7061,-122.368,1890,6960,0,62
10608,860000.0,5,2.25,3480,9200,2.0,3,8,3480,0.0,98006,47.5585,-122.153,3130,9200,0,36
10611,925000.0,4,1.75,2710,11400,1.0,4,9,1430,0.0,98006,47.56100000000001,-122.153,2640,11000,0,39
10615,892500.0,3,1.75,2120,56192,1.0,3,9,1720,0.0,98177,47.7665,-122.372,2240,20500,0,56
10616,455500.0,3,2.0,1460,10311,1.0,4,7,1460,0.0,98052,47.6771,-122.156,1690,9679,0,40
10617,743000.0,3,1.75,2110,11250,1.0,4,8,2110,0.0,98040,47.5402,-122.216,2560,10992,0,54
10618,338000.0,4,1.5,1790,17925,1.0,4,6,1790,0.0,98155,47.7501,-122.302,1660,15165,0,64
10619,332000.0,3,1.75,1340,13115,1.0,3,7,1340,0.0,98045,47.5021,-121.77,1370,10800,0,37
10620,563225.0,3,1.0,2460,4000,1.5,4,7,1370,0.0,98112,47.6268,-122.297,1680,4000,0,97
10623,739000.0,3,2.5,2750,16000,2.0,4,9,2560,0.0,98033,47.69300000000001,-122.187,2370,11279,0,34
10628,440000.0,3,1.75,2350,7641,1.0,3,7,1510,0.0,98034,47.7307,-122.219,2190,7500,0,37
10629,440000.0,3,1.5,1690,6010,1.0,3,7,1230,0.0,98115,47.6955,-122.291,1690,5418,0,69
10630,738000.0,3,1.0,1280,3900,1.0,4,7,1280,0.0,98103,47.6545,-122.336,2020,4560,0,94
10631,250000.0,3,1.5,1170,9848,1.0,3,7,1170,0.0,98028,47.7612,-122.234,2220,5542,0,52
10633,425000.0,3,2.25,1800,7371,1.0,3,7,1280,0.0,98072,47.7584,-122.145,1960,7675,0,36
10635,510000.0,3,2.0,2350,266151,1.5,3,7,2350,0.0,98014,47.6609,-121.892,2270,222156,0,32
10636,950000.0,4,1.75,3100,21303,1.0,4,9,3100,0.0,98075,47.5847,-122.081,3480,9697,0,53
10638,415000.0,5,1.5,1900,10226,1.0,3,7,1130,0.0,98034,47.7226,-122.227,1690,10227,0,54
10640,295832.0,5,1.0,1410,6400,1.0,5,7,960,0.0,98198,47.4207,-122.334,1400,6500,0,60
10641,285000.0,3,1.75,1560,9514,1.0,4,7,1560,0.0,98031,47.4088,-122.21,1550,9600,0,48
10644,304500.0,3,2.25,1790,6930,1.0,3,7,1390,0.0,98003,47.3536,-122.317,1810,7420,0,41
10645,288000.0,3,1.5,1300,7313,1.0,4,7,1300,0.0,98055,47.4568,-122.21,1770,8075,0,47
10646,417000.0,3,1.75,1920,9512,1.0,3,8,1440,0.0,98011,47.7606,-122.167,1820,9512,0,35
10649,178500.0,2,1.0,930,3447,1.0,4,8,930,0.0,98198,47.3822,-122.318,1160,3447,0,37
10650,300000.0,4,2.0,1580,9600,1.0,5,7,1050,0.0,98198,47.4091,-122.313,1710,9600,0,50
10652,452500.0,3,1.75,2040,15695,1.0,4,8,2040,0.0,98166,47.4155,-122.339,2280,14400,0,56
10655,715000.0,4,2.25,2060,5649,1.0,5,8,1360,0.0,98199,47.6496,-122.407,2060,5626,0,74
10656,541000.0,3,1.75,1410,4080,1.5,4,7,1410,0.0,98105,47.6695,-122.32,1820,4080,0,88
10657,245000.0,4,1.5,1850,7547,1.5,4,7,1850,0.0,98198,47.3714,-122.309,1730,7577,0,55
10658,547000.0,2,1.0,1370,10038,1.5,4,7,1370,0.0,98133,47.719,-122.339,1610,8822,0,93
10660,575000.0,5,2.5,1970,12375,1.0,3,8,1570,0.0,98133,47.7412,-122.354,1970,8941,0,56
10662,443000.0,3,1.75,1640,4579,1.0,4,6,1640,0.0,98133,47.7061,-122.352,1580,5040,0,99
10664,278000.0,3,1.0,1230,9440,1.0,3,7,1230,0.0,98045,47.4657,-121.747,1230,10296,0,37
10668,306888.0,2,1.5,1010,7719,2.0,3,7,1010,0.0,98056,47.5128,-122.189,1210,7719,0,34
10669,795000.0,4,2.5,2920,14210,2.0,4,10,2920,0.0,98007,47.6196,-122.15,2840,13702,0,37
10672,452000.0,2,1.0,1220,6000,1.0,3,6,880,0.0,98118,47.5647,-122.27,1220,6840,0,77
10675,595000.0,3,1.75,2060,3600,1.5,3,7,1180,1985.0,98119,47.6389,-122.371,1730,2475,1,110
10682,704000.0,3,1.0,1140,6120,1.5,3,7,1140,0.0,98115,47.6822,-122.309,1800,4080,0,89
10684,335000.0,3,1.5,1900,7584,1.0,5,7,1900,0.0,98056,47.5091,-122.19,1410,7584,0,53
10686,420000.0,3,2.75,2300,8000,1.0,3,7,1430,0.0,98003,47.3293,-122.306,2070,10200,0,50
10687,705000.0,4,2.0,2040,5050,1.0,5,7,1160,0.0,98115,47.6885,-122.324,2040,5050,0,78
10691,222000.0,3,1.0,990,7520,1.0,4,7,990,0.0,98002,47.285,-122.207,990,7440,0,57
10692,375000.0,3,2.0,3120,42247,1.0,4,7,2150,0.0,98042,47.3925,-122.137,2100,43416,0,35
10694,456700.0,3,1.75,2820,8879,1.0,5,7,1540,1957.0,98146,47.5094,-122.376,1640,7850,1,95
10695,925500.0,3,2.75,1970,5200,1.5,3,8,1970,2002.0,98136,47.5374,-122.388,2140,5200,1,100
10696,375000.0,5,2.5,2840,15598,1.0,4,8,1470,0.0,98059,47.4693,-122.117,2570,14930,0,40
10699,335000.0,3,2.0,1340,1951,1.0,3,6,670,0.0,98144,47.5763,-122.309,1520,2248,0,100
10700,428000.0,4,2.0,1300,7200,1.0,3,7,1300,0.0,98122,47.6169,-122.294,1540,6600,0,57
10701,655000.0,4,2.5,3340,34238,1.0,4,8,2060,0.0,98077,47.7654,-122.076,2400,36590,0,38
10703,415000.0,5,1.75,1960,3748,1.0,3,7,980,0.0,98133,47.7027,-122.349,1410,3844,0,50
10704,392000.0,3,1.0,1090,6125,1.0,4,6,790,0.0,98126,47.5343,-122.37,1050,6125,0,70
10705,555000.0,2,1.0,1550,4600,1.0,4,7,1050,0.0,98117,47.68600000000001,-122.384,1550,4600,0,74
10707,392500.0,3,1.0,1390,10500,1.5,3,6,1390,0.0,98024,47.567,-121.893,1350,9800,0,75
10709,135000.0,2,1.0,830,7609,1.0,3,6,830,0.0,98146,47.5057,-122.348,1170,7609,0,72
10710,500000.0,3,2.75,1560,77536,1.0,3,7,1400,0.0,98072,47.7695,-122.126,2210,41449,0,37
10711,238000.0,3,1.5,1360,7488,1.0,4,7,1050,0.0,98001,47.3314,-122.275,1580,7508,0,40
10712,251000.0,4,2.0,1650,5974,1.0,5,7,860,0.0,98178,47.5008,-122.257,1940,6001,0,43
10713,406500.0,2,1.75,1510,5319,2.0,4,8,1510,0.0,98052,47.6647,-122.13,1740,6160,0,37
10715,265000.0,3,2.25,1510,6071,1.0,4,7,1150,0.0,98042,47.3619,-122.077,1510,7271,0,30
10716,360000.0,3,1.75,1950,7260,1.0,3,8,1520,0.0,98133,47.7187,-122.33,1950,7548,0,58
10717,425000.0,4,1.0,1800,12485,1.0,5,7,950,0.0,98006,47.5729,-122.147,1290,9840,0,60
10718,450000.0,2,2.75,2810,11205,1.0,3,7,1510,0.0,98178,47.4869,-122.243,2520,13000,0,47
10719,449900.0,3,1.75,1760,8266,1.0,5,7,1760,0.0,98133,47.7708,-122.339,1400,8519,0,61
10721,612500.0,4,2.0,1690,35346,1.0,3,7,1690,0.0,98008,47.6149,-122.124,2050,37846,0,48
10722,317000.0,3,1.75,1530,7650,1.0,4,8,1530,0.0,98058,47.4435,-122.128,1850,6804,0,38
10723,585000.0,3,1.5,1810,3880,1.5,4,8,1310,0.0,98117,47.6835,-122.392,1400,3880,0,86
10724,455000.0,3,1.75,1180,14292,1.0,3,7,1180,0.0,98045,47.4818,-121.733,1480,14400,0,34
10728,385000.0,4,2.0,1820,7102,1.0,3,7,1220,0.0,98155,47.7447,-122.324,1650,8184,0,65
10729,205000.0,3,0.75,1080,5025,1.0,3,5,1080,0.0,98146,47.4936,-122.335,1370,6000,0,67
10733,443000.0,3,1.0,1280,5460,1.5,4,7,1280,0.0,98133,47.7321,-122.334,1390,5500,0,84
10734,287000.0,2,1.0,950,6350,1.0,3,7,950,0.0,98106,47.528,-122.352,1080,7620,0,64
10735,194000.0,3,1.0,1050,7577,1.0,3,7,1050,0.0,98023,47.2891,-122.357,1430,7245,0,32
10736,265000.0,3,1.0,1800,7650,1.0,5,7,1800,0.0,98056,47.4922,-122.178,1230,7650,0,58
10737,1140000.0,4,2.75,3840,10004,1.0,4,9,2110,0.0,98040,47.5606,-122.225,3500,12118,0,52
10739,433000.0,4,1.0,1710,7000,1.5,3,7,1710,0.0,98125,47.7037,-122.293,2030,7938,0,65
10741,289571.0,3,1.5,1340,25160,1.0,3,7,1340,0.0,98059,47.475,-122.111,1440,23680,0,47
10742,440000.0,4,2.75,2340,11034,1.0,3,8,1720,0.0,98155,47.7686,-122.278,2370,11941,0,48
10744,589000.0,4,2.5,2630,15000,2.0,5,8,2630,0.0,98027,47.5262,-122.028,1770,8700,0,53
10746,520000.0,3,1.0,940,3000,1.5,3,7,940,0.0,98122,47.6033,-122.3,1210,3500,0,112
10750,379750.0,4,2.75,2390,9650,1.0,3,8,1620,0.0,98003,47.3438,-122.322,2390,10000,0,39
10751,709000.0,4,1.75,2170,4600,1.0,3,7,1270,0.0,98117,47.6894,-122.384,1750,4000,0,65
10754,1310000.0,5,2.5,3200,7863,1.0,5,8,1600,0.0,98199,47.6398,-122.39,2640,7680,0,56
10755,210000.0,3,1.5,1160,10125,1.0,4,7,1160,0.0,98059,47.4919,-122.151,1440,10018,0,56
10759,600000.0,3,1.75,1310,5000,2.0,4,7,1310,0.0,98107,47.6722,-122.379,1270,4750,0,114
10760,725000.0,4,2.5,2750,13950,1.0,4,8,1380,0.0,98146,47.4938,-122.364,2460,13950,0,67
10761,409950.0,5,2.25,1790,10300,1.0,3,7,1270,0.0,98155,47.7718,-122.292,1790,10300,0,54
10763,495000.0,4,2.5,2400,11640,1.0,5,8,1800,0.0,98058,47.4485,-122.139,2440,10823,0,47
10764,998000.0,4,2.25,2420,10200,2.0,4,9,2420,0.0,98040,47.5336,-122.225,2390,10200,0,42
10766,410000.0,3,1.75,2000,7480,1.0,3,8,1320,0.0,98177,47.7734,-122.359,2000,8610,0,43
10767,602000.0,3,2.25,1580,11580,1.0,4,8,1580,0.0,98006,47.5503,-122.155,2630,10009,0,36
10771,700500.0,3,2.5,2560,35265,2.0,3,9,2560,0.0,98072,47.7354,-122.095,2820,35496,0,34
10773,250000.0,3,2.0,1660,13085,1.0,3,7,1010,0.0,98001,47.3298,-122.277,1660,7778,0,30
10774,350000.0,4,1.75,2420,8400,1.0,5,7,1620,0.0,98056,47.5017,-122.165,1660,8400,0,51
10780,392000.0,3,1.5,1500,11975,1.0,4,7,1500,0.0,98045,47.4658,-121.758,1510,13875,0,45
10782,495000.0,2,2.0,1540,7110,1.0,3,7,960,0.0,98117,47.6932,-122.395,1860,7065,0,66
10783,209000.0,3,1.75,1250,8084,1.0,4,7,1250,0.0,98001,47.3364,-122.276,1340,7680,0,48
10784,809950.0,4,2.0,2230,9900,1.5,5,9,2230,0.0,98005,47.5979,-122.173,2510,11041,0,56
10785,400000.0,2,1.75,1800,224769,1.0,3,7,1420,2008.0,98038,47.4327,-122.06,1620,112384,1,65
10786,415000.0,4,2.5,2400,7292,1.0,3,8,1530,0.0,98133,47.7749,-122.339,1710,7909,0,35
10788,825000.0,2,2.0,1830,3600,1.0,4,7,1230,0.0,98109,47.6359,-122.351,2020,3600,0,89
10791,281000.0,3,1.0,1300,5782,1.0,4,6,1300,0.0,98065,47.524,-121.821,1020,7200,0,56
10794,429000.0,3,2.5,1430,9240,2.0,3,7,1430,0.0,98074,47.6258,-122.058,1480,8125,0,31
10798,175000.0,3,1.0,1030,8395,1.0,4,7,1030,0.0,98023,47.3322,-122.337,1370,9380,0,55
10801,715500.0,3,2.25,2410,9668,1.0,4,8,1540,0.0,98117,47.6996,-122.391,2510,5250,0,50
10802,432500.0,3,1.75,1470,7350,1.0,3,8,1470,0.0,98052,47.6687,-122.154,1470,7350,0,52
10804,605000.0,5,2.75,2910,13332,2.0,4,8,2910,1991.0,98146,47.4977,-122.359,1760,8900,1,75
10807,311300.0,2,1.0,1000,7228,1.0,4,7,1000,0.0,98133,47.7294,-122.352,1100,7228,0,68
10810,558000.0,4,2.25,2060,10358,1.0,4,8,1320,0.0,98006,47.5478,-122.174,2060,9676,0,53
10815,583500.0,3,2.25,3530,13000,2.5,4,10,3530,0.0,98042,47.3823,-122.159,2960,13000,0,30
10818,532000.0,5,3.0,3480,57499,1.0,4,8,2340,0.0,98027,47.4574,-122.024,2020,40946,0,39
10819,819000.0,3,2.75,3176,13391,2.0,4,9,2726,0.0,98198,47.3429,-122.33,3470,12779,0,30
10821,608700.0,4,2.5,2260,9696,1.0,3,9,2260,0.0,98074,47.643,-122.066,2400,12111,0,32
10822,812000.0,4,2.0,2380,6122,1.0,4,8,1310,0.0,98199,47.6506,-122.405,1810,5202,0,66
10823,464000.0,5,2.5,3400,8970,1.0,4,8,1700,0.0,98133,47.7358,-122.335,1890,8475,0,56
10828,1580000.0,3,3.0,2610,22672,1.5,4,8,2610,0.0,98166,47.4414,-122.354,2810,22672,0,63
10829,265000.0,3,2.25,1450,13439,1.0,4,7,1180,0.0,98003,47.2811,-122.299,1520,12348,0,52
10830,995000.0,2,2.0,1600,64468,1.0,3,7,1600,0.0,98072,47.7344,-122.143,1950,64468,0,65
10833,360000.0,2,0.75,850,7710,1.0,5,6,550,0.0,98108,47.5588,-122.301,2500,6022,0,106
10836,615000.0,3,1.75,2350,20820,1.0,4,8,1800,0.0,98074,47.6095,-122.059,2040,10800,0,37
10839,500000.0,3,1.5,2210,6500,1.0,4,7,1030,0.0,98136,47.5434,-122.388,1750,6370,0,103
10842,594000.0,3,1.0,1320,5000,1.0,4,7,1090,0.0,98107,47.6674,-122.365,1700,5000,0,95
10843,500000.0,3,2.5,2440,7600,1.0,3,7,1420,0.0,98052,47.6966,-122.127,2060,7700,0,34
10847,1250000.0,3,3.0,3760,8500,2.5,4,10,3060,0.0,98116,47.5815,-122.398,2610,5500,0,105
10849,405000.0,2,2.5,1790,5400,2.0,4,8,1790,0.0,98052,47.6606,-122.128,1700,5760,0,36
10851,232000.0,3,1.5,1390,11340,1.0,4,7,1390,0.0,98031,47.3984,-122.186,1740,11340,0,52
10855,750000.0,4,1.5,2060,4000,1.5,3,7,1580,1990.0,98103,47.6857,-122.353,1160,4000,1,95
10857,305000.0,5,2.5,2500,12220,1.0,3,8,1690,0.0,98003,47.3335,-122.325,2130,12000,0,53
10858,735000.0,3,2.5,2390,9157,2.0,3,9,2390,0.0,98052,47.6617,-122.15,2360,8250,0,31
10860,175000.0,2,1.0,660,5000,1.0,3,6,660,0.0,98106,47.5664,-122.364,1000,5000,0,100
10861,291000.0,4,2.5,1580,6633,2.0,4,7,1580,0.0,98042,47.3768,-122.118,1590,6633,0,31
10863,475000.0,3,2.0,1880,9659,1.0,3,8,1180,0.0,98155,47.7497,-122.284,1780,9659,0,64
10864,238950.0,2,1.0,1190,11400,1.0,3,7,1190,0.0,98178,47.5012,-122.265,1410,11400,0,64
10866,420000.0,4,1.75,2380,15324,1.0,3,8,1610,0.0,98074,47.6262,-122.049,2540,12608,0,37
10868,656000.0,4,1.75,1440,4300,1.5,4,8,1290,0.0,98117,47.6846,-122.372,1640,5000,0,86
10870,600000.0,2,2.0,990,5416,1.0,3,6,990,0.0,98122,47.604,-122.311,1650,3360,0,80
10873,485000.0,4,1.0,1150,2560,1.5,3,7,1150,0.0,98109,47.6368,-122.355,1890,3000,0,106
10875,405000.0,3,2.5,2460,12600,1.0,4,8,1810,0.0,98059,47.473,-122.118,1820,11180,0,45
10876,462500.0,4,1.0,1540,4500,1.5,2,7,1540,0.0,98116,47.587,-122.384,1920,6000,0,110
10877,435000.0,4,2.25,2210,14073,1.0,3,8,1630,0.0,98059,47.4774,-122.142,2340,11340,0,37
10879,299950.0,3,1.75,1790,7650,1.0,3,9,1790,0.0,98023,47.3213,-122.385,2540,7600,0,37
10880,440000.0,2,1.5,1120,1024,2.0,3,8,1120,1998.0,98122,47.6175,-122.298,1120,1549,1,45
10881,312620.0,3,2.5,1260,11877,1.0,3,7,1260,0.0,98045,47.4442,-121.762,1430,9790,0,40
10882,372500.0,3,1.5,1180,12324,1.0,3,7,800,0.0,98074,47.6337,-122.032,1280,11371,0,34
10884,735000.0,4,3.0,2250,7245,1.0,4,7,1250,0.0,98005,47.6045,-122.169,1960,7245,0,52
10885,430000.0,3,1.5,1550,5034,2.0,4,7,1550,0.0,98177,47.7072,-122.36,1820,7200,0,93
10887,201000.0,3,1.0,1460,9750,1.0,4,7,1460,0.0,98042,47.3242,-122.144,1270,9750,0,46
10888,570000.0,2,1.0,1060,4000,1.0,4,7,1060,0.0,98115,47.6731,-122.315,1770,4000,0,105
10891,331500.0,4,1.75,1700,14756,1.0,3,7,850,0.0,98006,47.5762,-122.143,1680,10250,0,60
10892,110700.0,2,1.0,680,8064,1.0,3,6,680,0.0,98188,47.469,-122.298,1340,10800,0,74
