,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,grade,sqft_above,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,ren,age,basement
15778,268300.0,3,1.0,1190,9000,1.0,7,1190,0.0,98028,47.77,-122.264,1960,7200,0,47,0.0
6760,350000.0,3,1.0,1010,7680,1.0,7,1010,0.0,98034,47.732,-122.231,1320,7373,0,48,0.0
16937,1230000.0,5,2.25,3440,5000,2.0,9,3440,0.0,98122,47.6127,-122.286,2822,5000,0,114,0.0
11043,399000.0,2,1.0,790,4000,1.0,6,790,0.0,98115,47.6844,-122.289,990,5000,0,67,0.0
7370,740000.0,3,1.5,1630,4080,1.5,8,1630,0.0,98115,47.6756,-122.308,1950,4080,0,88,0.0
16772,750000.0,4,2.25,2160,9525,1.0,8,1080,0.0,98040,47.5651,-122.221,2780,9525,0,54,1.0
4023,1350000.0,4,2.0,2240,10296,1.0,8,2240,0.0,98004,47.6177,-122.217,2500,10918,0,67,0.0
18152,230000.0,2,1.0,1470,25661,1.5,4,1470,0.0,98059,47.4878,-122.13,1670,43301,0,83,0.0
5806,720168.0,4,2.25,2120,3794,2.0,7,1420,0.0,98117,47.6893,-122.359,1420,3840,0,89,1.0
3698,385000.0,4,1.75,2080,8215,2.0,7,2080,0.0,98155,47.737,-122.305,1550,8215,0,67,0.0
7277,506000.0,2,1.0,1570,8210,1.0,8,1150,0.0,98177,47.7221,-122.371,1680,8196,0,63,1.0
18353,1140000.0,4,1.75,3080,6500,1.0,9,1700,0.0,98199,47.6353,-122.402,2960,5711,0,74,1.0
18507,287500.0,4,2.25,2250,12000,2.0,8,2250,0.0,98032,47.3715,-122.274,2140,11871,0,30,0.0
3276,625000.0,3,1.0,1240,4080,1.0,7,1240,0.0,98103,47.667,-122.333,2060,4080,0,90,0.0
436,722500.0,5,2.5,4870,11800,2.0,10,3470,0.0,98074,47.633,-122.041,3180,11398,0,32,1.0
2988,765000.0,5,1.75,2440,15143,1.5,8,1740,0.0,98146,47.4948,-122.37,2390,10907,0,71,1.0
15760,265000.0,5,2.75,2920,5250,1.5,7,1800,0.0,98002,47.3072,-122.221,1220,5250,0,104,1.0
16564,249000.0,3,1.5,1180,11579,1.0,7,1180,0.0,98058,47.4502,-122.089,1780,22486,0,53,0.0
2033,464900.0,4,2.25,2020,8424,1.0,7,1380,0.0,98034,47.7262,-122.233,2030,7236,0,36,1.0
7694,345000.0,3,1.5,1030,6969,1.0,6,1030,0.0,98108,47.5492,-122.3,1420,6000,0,94,0.0
17475,339900.0,4,2.5,2340,9748,1.0,8,1610,0.0,98003,47.3363,-122.331,2070,8241,0,34,1.0
11186,230000.0,5,2.0,1910,7200,1.0,6,1110,0.0,98178,47.4975,-122.261,1150,5948,0,64,1.0
8826,410000.0,4,2.0,1490,13736,1.0,6,1490,0.0,98125,47.712,-122.281,2040,7200,0,73,0.0
3125,750000.0,4,2.25,2420,11120,1.0,8,1620,0.0,98146,47.4954,-122.366,2210,8497,0,63,1.0
1803,240000.0,4,1.5,1920,7973,1.0,8,1920,0.0,98178,47.4961,-122.235,2020,8840,0,60,0.0
13354,610000.0,4,1.0,1390,3708,1.5,7,1390,0.0,98117,47.685,-122.363,1430,3708,0,89,0.0
13802,168000.0,2,1.5,1220,3568,1.5,8,1220,0.0,98198,47.3804,-122.318,1180,3678,0,39,0.0
11263,514000.0,3,2.25,2260,54014,1.0,7,1450,0.0,98072,47.7657,-122.131,2140,44431,0,53,1.0
9238,240000.0,6,1.75,2210,8594,1.0,7,1310,0.0,98188,47.4594,-122.273,1850,8594,0,56,1.0
13442,230000.0,6,1.5,1810,4838,1.5,5,1050,0.0,98055,47.4874,-122.202,1300,4838,0,110,1.0
9132,320000.0,5,1.0,1740,27350,1.0,5,1740,0.0,98059,47.4809,-122.153,2760,10749,0,57,0.0
9367,600000.0,2,1.0,1410,4500,1.0,7,1020,0.0,98117,47.6883,-122.384,1300,4500,0,76,1.0
6373,280000.0,2,1.0,2280,37500,2.0,7,2280,0.0,98136,47.525,-122.389,2360,6000,0,83,0.0
16537,199988.0,2,1.0,860,5000,1.0,7,860,0.0,98178,47.5005,-122.267,1130,6000,0,66,0.0
3353,850000.0,4,2.25,2330,10451,2.0,8,2330,0.0,98005,47.6044,-122.168,1880,8400,0,50,0.0
6226,375000.0,4,1.5,1430,7232,1.5,7,1430,0.0,98125,47.7197,-122.328,1540,7232,0,67,0.0
14898,500000.0,3,2.25,1700,9008,1.0,8,1340,0.0,98125,47.7161,-122.317,2340,8003,0,30,1.0
8164,285950.0,2,1.0,1170,6000,1.0,6,1170,0.0,98168,47.5033,-122.331,1130,7500,0,67,0.0
1691,281000.0,2,1.0,930,2600,1.0,7,930,0.0,98034,47.7242,-122.161,1370,3488,0,34,0.0
16888,474950.0,5,2.5,2080,8347,1.0,7,1460,0.0,98034,47.7334,-122.168,1840,7713,0,40,1.0
6595,290000.0,3,1.75,1280,10716,1.0,7,1280,0.0,98059,47.4755,-122.145,1440,9870,0,46,0.0
15354,530000.0,3,1.75,1690,8190,1.0,8,1690,0.0,98005,47.5857,-122.172,1840,8705,0,57,0.0
5341,570000.0,4,2.0,1790,7800,1.0,8,1790,0.0,98008,47.6266,-122.103,2150,7838,0,43,0.0
14373,335000.0,1,1.0,720,5100,1.0,6,720,0.0,98117,47.6821,-122.38,1320,5100,0,108,0.0
9795,284200.0,3,1.75,1540,6632,1.0,7,1070,0.0,98178,47.4973,-122.252,2510,6618,0,56,1.0
12814,870000.0,4,1.75,2780,11000,1.0,9,1560,0.0,98004,47.595,-122.203,2350,11700,0,51,1.0
10967,1560000.0,4,2.5,2700,17853,2.0,9,2700,0.0,98004,47.6463,-122.219,3790,16672,0,55,0.0
17567,220000.0,2,1.0,580,7500,1.0,5,580,0.0,98178,47.4852,-122.251,1700,11250,0,72,0.0
7684,320000.0,4,2.25,2190,9020,2.0,8,2190,0.0,98032,47.3742,-122.284,2170,8400,0,37,0.0
11478,370900.0,3,1.5,1200,8560,1.0,7,1200,0.0,98011,47.7392,-122.194,1550,7800,0,40,0.0
1468,260000.0,3,1.75,1050,5850,1.0,7,1050,0.0,98166,47.4574,-122.358,1220,8880,0,35,0.0
8221,342888.0,2,1.0,790,5150,1.0,6,790,0.0,98118,47.5528,-122.272,1460,5150,0,67,0.0
690,373000.0,3,1.75,1830,11788,1.0,8,1430,0.0,98055,47.4862,-122.224,2140,11964,0,57,1.0
6992,356200.0,3,2.0,1690,10062,1.0,7,940,0.0,98178,47.5102,-122.241,2390,6650,0,87,1.0
15598,370000.0,3,2.75,2120,7650,1.0,7,2120,0.0,98056,47.4923,-122.178,1180,7650,0,57,0.0
4337,242000.0,3,1.0,970,9600,1.0,7,970,0.0,98045,47.4451,-121.768,1110,9600,0,43,0.0
13834,525000.0,4,1.75,2540,7200,1.0,7,1270,0.0,98118,47.5579,-122.271,1650,7200,0,68,1.0
12171,710500.0,3,1.75,2040,4125,1.5,8,1540,0.0,98107,47.6608,-122.359,1620,4400,0,98,1.0
9471,505000.0,3,2.25,1460,7210,1.0,7,1460,0.0,98008,47.6316,-122.119,1850,7519,0,52,0.0
5598,370000.0,4,3.0,2130,4838,1.5,7,2130,0.0,98055,47.4871,-122.203,1070,4838,0,85,0.0
5965,425000.0,2,2.0,1440,6677,1.0,7,870,0.0,98118,47.5513,-122.264,2020,7642,0,63,1.0
16270,850000.0,2,1.75,2170,25732,1.0,8,2170,0.0,98177,47.7542,-122.372,3020,23135,0,63,0.0
17148,231000.0,3,2.0,1640,4875,1.0,7,1040,0.0,98042,47.3661,-122.094,1640,5200,0,38,1.0
12654,375000.0,4,1.5,1770,6650,1.0,7,1770,0.0,98008,47.6011,-122.124,1600,7000,0,57,0.0
18170,368000.0,3,1.75,1750,14400,1.0,7,1750,0.0,98166,47.4535,-122.361,2030,14400,0,64,0.0
14809,450000.0,3,2.25,1760,10013,2.0,8,1760,0.0,98056,47.5336,-122.189,1810,9768,0,32,0.0
7629,190000.0,1,0.75,780,77603,1.0,5,780,0.0,98058,47.4396,-122.104,1750,30847,0,70,0.0
3589,249000.0,4,2.25,1860,9576,1.0,7,1400,0.0,98032,47.3612,-122.284,1860,9576,0,53,1.0
4067,324888.0,4,1.75,2160,28750,2.0,8,2160,0.0,98092,47.3212,-122.118,1790,53578,0,37,0.0
1510,413000.0,5,2.5,2900,8711,1.0,8,1650,0.0,98011,47.7752,-122.197,2340,8869,0,38,1.0
14170,500000.0,2,1.0,680,5250,1.0,6,680,0.0,98177,47.7013,-122.359,1620,5461,0,93,0.0
14464,414500.0,3,1.0,1350,9450,1.0,7,1350,0.0,98034,47.7186,-122.236,1460,9461,0,36,0.0
17395,135000.0,3,1.0,830,9600,1.0,7,830,0.0,98032,47.3698,-122.297,1240,9198,0,56,0.0
18587,283450.0,5,2.75,2770,6116,1.0,7,1490,0.0,98168,47.4847,-122.291,1920,6486,0,36,1.0
2398,325000.0,3,1.0,950,4500,1.0,6,950,0.0,98118,47.5273,-122.265,1140,4500,0,72,0.0
11427,935000.0,5,2.5,3150,35283,1.0,10,1800,0.0,98005,47.6368,-122.157,3280,35283,0,40,1.0
18900,185000.0,3,1.0,1320,7155,1.0,6,1320,0.0,98002,47.2857,-122.22,1070,8100,0,54,0.0
19283,565000.0,4,2.5,2500,12090,1.0,9,2500,0.0,98074,47.6346,-122.045,3380,12760,0,32,0.0
11979,897500.0,4,3.0,4370,217882,2.0,10,4370,0.0,98053,47.6573,-122.034,2430,35096,0,31,0.0
12652,555000.0,4,2.75,2170,7140,1.0,8,1290,0.0,98052,47.691,-122.113,2120,7820,0,38,1.0
7965,268000.0,2,1.0,1380,5000,1.0,7,870,0.0,98108,47.5339,-122.293,1450,5000,0,72,1.0
13366,331292.0,3,1.75,1660,10000,1.0,7,1660,0.0,98019,47.74100000000001,-121.978,1770,10000,0,43,0.0
1390,325000.0,2,1.0,1130,5070,1.0,7,1130,0.0,98146,47.5141,-122.377,860,6300,0,60,0.0
1011,900000.0,4,2.25,2460,44431,1.0,9,2460,0.0,98007,47.6042,-122.147,2830,44431,0,58,0.0
5990,255000.0,2,1.0,920,43560,1.0,5,920,0.0,98024,47.5245,-121.931,1530,11875,0,92,0.0
14984,240000.0,3,1.5,1890,9000,1.0,7,1190,0.0,98188,47.4425,-122.272,2060,9000,0,56,1.0
12618,230000.0,3,1.75,1400,6956,1.0,7,1400,0.0,98031,47.4233,-122.198,1400,9375,0,58,0.0
8429,285000.0,2,1.0,1010,7200,1.0,7,1010,0.0,98155,47.7651,-122.291,1890,9248,0,40,0.0
6559,252750.0,4,1.0,1230,7410,1.5,7,1230,0.0,98166,47.4798,-122.344,1020,7648,0,71,0.0
4492,327000.0,4,2.25,1620,106722,1.0,8,1200,0.0,98042,47.3394,-122.091,1620,38400,0,35,1.0
14878,195000.0,2,1.0,720,9520,1.0,6,720,0.0,98155,47.7678,-122.316,1450,8612,0,68,0.0
14299,645000.0,4,1.75,1550,7350,1.5,8,1550,0.0,98040,47.5795,-122.235,1860,7350,0,57,0.0
8784,499950.0,3,1.0,1870,4984,1.0,7,1120,0.0,98116,47.5771,-122.391,1650,5750,0,60,1.0
9260,500000.0,3,2.25,2210,7916,2.0,8,2210,0.0,98133,47.7175,-122.339,1450,7955,0,37,0.0
7877,278800.0,4,2.5,2440,7797,1.0,8,1560,0.0,98031,47.3895,-122.222,2090,8100,0,50,1.0
15994,215000.0,3,2.0,1760,9282,1.0,7,1100,0.0,98001,47.3413,-122.29,1730,7500,0,68,1.0
1400,280000.0,2,1.0,910,4662,1.0,6,910,0.0,98106,47.5232,-122.354,890,6050,0,73,0.0
13287,328000.0,4,1.0,1360,8136,1.0,7,1360,0.0,98133,47.7366,-122.333,1570,8132,0,67,0.0
17947,239900.0,4,1.75,1570,18730,1.0,7,1200,0.0,98198,47.3999,-122.301,1920,18295,0,55,1.0
13010,182700.0,3,2.25,1740,6650,1.0,7,1240,0.0,98023,47.2979,-122.379,1740,7000,0,37,1.0
9215,529000.0,3,1.75,1500,7367,1.0,8,1500,0.0,98033,47.6722,-122.167,1920,7579,0,41,0.0
2700,675000.0,4,2.75,2240,8937,1.0,8,1460,0.0,98033,47.6495,-122.194,2360,9038,0,39,1.0
9338,375000.0,2,2.25,1640,2240,2.0,8,1640,0.0,98133,47.7154,-122.341,1640,2240,0,35,0.0
1402,635000.0,4,2.25,1920,8910,1.0,8,1200,0.0,98005,47.5897,-122.156,2250,8800,0,46,1.0
12473,234550.0,3,1.0,1990,15375,1.0,7,1140,0.0,98168,47.4778,-122.288,1160,10236,0,69,1.0
2454,1050000.0,3,3.5,3190,29982,1.0,8,2630,0.0,98166,47.458,-122.368,2600,19878,0,74,1.0
16680,1050000.0,3,2.25,2610,3357,2.0,7,1980,0.0,98112,47.63800000000001,-122.306,1940,3357,0,89,1.0
8779,270000.0,3,2.25,1750,8400,1.0,7,1350,0.0,98188,47.4571,-122.272,2020,9110,0,50,1.0
16117,434400.0,5,1.75,1960,7875,1.0,7,1960,0.0,98034,47.7256,-122.18,1800,7764,0,47,0.0
1406,283500.0,4,2.25,2100,8050,2.0,8,2100,0.0,98055,47.4391,-122.193,2190,7700,0,37,0.0
3123,775000.0,4,3.25,4100,241322,2.0,9,2500,0.0,98072,47.7302,-122.096,3770,87821,0,34,1.0
16073,180000.0,3,2.0,1670,7056,1.0,7,1670,0.0,98002,47.3139,-122.212,1330,8415,0,57,0.0
13162,670000.0,3,1.0,1710,6195,1.0,7,1410,0.0,98105,47.6706,-122.265,1610,6195,0,69,1.0
15982,384500.0,2,1.0,1130,5236,1.0,6,1130,0.0,98146,47.5103,-122.386,1010,5320,0,73,0.0
17300,247500.0,2,1.0,700,6046,1.0,6,700,0.0,98133,47.7172,-122.34,990,6790,0,65,0.0
3968,375000.0,4,2.25,2330,11400,1.0,8,2330,0.0,98058,47.4495,-122.148,2640,10200,0,41,0.0
18828,481000.0,2,1.0,1620,3880,1.0,7,920,0.0,98117,47.6855,-122.391,1330,3880,0,91,1.0
3471,417000.0,2,1.75,1090,4590,1.0,7,790,0.0,98105,47.6677,-122.324,1390,4080,0,100,1.0
421,625000.0,3,1.75,1600,9135,1.0,7,1600,0.0,98006,47.5724,-122.179,1580,9800,0,60,0.0
5720,150550.0,4,1.0,1470,6061,1.5,7,1470,0.0,98168,47.4819,-122.289,1230,6175,0,70,0.0
8991,1050000.0,3,3.0,3490,4500,2.5,9,3170,0.0,98102,47.6394,-122.321,2840,4050,0,91,1.0
1989,299000.0,3,1.75,1730,14270,1.0,7,1730,0.0,98065,47.5318,-121.833,1600,11232,0,56,0.0
646,545000.0,3,1.75,1680,6200,1.5,7,1680,0.0,98136,47.5338,-122.384,1680,5100,0,99,0.0
6725,319000.0,3,2.0,1640,9234,1.0,7,1060,0.0,98118,47.5162,-122.274,2230,10354,0,48,1.0
10101,510000.0,3,1.5,2400,10275,1.0,8,1540,0.0,98052,47.6888,-122.126,2380,10125,0,51,1.0
14335,314000.0,3,1.75,1350,217852,1.0,8,1100,0.0,98022,47.2628,-122.03,2190,217800,0,62,1.0
668,290000.0,3,1.5,1950,15954,1.0,8,1950,0.0,98003,47.33600000000001,-122.319,1940,12667,0,56,0.0
18531,235000.0,3,1.75,1950,8712,1.0,7,1950,0.0,98055,47.4391,-122.189,1820,11520,0,55,0.0
4845,375000.0,3,1.5,1370,9720,2.0,7,1370,0.0,98034,47.7302,-122.197,1510,8775,0,47,0.0
3941,480000.0,3,1.75,1740,8528,1.0,7,1290,0.0,98125,47.7097,-122.303,1610,8528,0,76,1.0
10111,458000.0,5,2.5,3090,23265,1.0,8,2990,0.0,98011,47.7709,-122.212,2560,18773,0,58,1.0
19217,205000.0,3,1.0,1370,10708,1.0,7,1370,0.0,98001,47.2769,-122.264,1770,14482,0,46,0.0
465,80000.0,1,0.75,430,5050,1.0,4,430,0.0,98014,47.6499,-121.909,1200,7500,0,103,0.0
4885,255000.0,1,1.0,810,5000,1.0,7,590,0.0,98106,47.5696,-122.36,1920,5000,0,79,1.0
15229,480000.0,4,2.25,2520,2370,2.0,8,1690,0.0,98122,47.6109,-122.303,1530,2370,0,107,1.0
18150,280000.0,1,1.0,690,1950,1.0,6,690,0.0,98117,47.6849,-122.374,1650,4864,0,87,0.0
4708,600000.0,3,1.75,1650,5100,1.0,7,1040,0.0,98115,47.6873,-122.321,1540,5100,0,107,1.0
14216,290000.0,3,1.0,1480,32700,1.0,6,1380,0.0,98168,47.4949,-122.327,1500,22600,0,73,1.0
11823,635000.0,4,3.0,2100,3800,2.0,8,2100,0.0,98115,47.6807,-122.291,1320,3800,0,43,0.0
6652,554000.0,5,2.5,3440,12900,1.0,8,1720,0.0,98166,47.4426,-122.342,2100,10751,0,57,1.0
8571,435000.0,4,2.75,3270,50994,2.0,8,2720,0.0,98042,47.347,-122.087,2780,36036,0,32,1.0
13800,600000.0,3,1.75,2300,12682,1.0,8,2300,0.0,98028,47.7588,-122.27,2720,14643,0,60,0.0
3652,225000.0,3,1.75,1330,13102,1.0,7,1330,0.0,98003,47.3172,-122.322,1270,11475,0,47,0.0
17168,240000.0,3,2.0,1330,6000,1.0,7,630,0.0,98108,47.5255,-122.327,1140,6000,0,115,1.0
11508,475000.0,4,1.75,2160,19283,2.0,8,2160,0.0,98011,47.7603,-122.169,1990,9744,0,34,0.0
15118,635000.0,4,2.5,2970,7961,1.0,8,2020,0.0,98125,47.7118,-122.29,1410,7959,0,46,1.0
1529,819000.0,3,3.5,2130,6150,2.0,8,1530,0.0,98199,47.6491,-122.405,2040,5381,0,107,1.0
2918,1130000.0,5,1.75,1910,5640,2.0,9,1910,0.0,98112,47.6249,-122.311,2050,5400,0,109,0.0
12216,599000.0,4,4.75,3700,11000,1.0,7,1840,0.0,98028,47.768,-122.251,1720,11564,0,53,1.0
1727,620000.0,5,2.5,2540,3832,2.0,8,1760,0.0,98117,47.6848,-122.398,2000,5289,0,86,1.0
3047,272000.0,4,1.75,2520,10890,1.0,7,1260,0.0,98023,47.3224,-122.343,2090,12375,0,36,1.0
2493,660000.0,4,1.75,1870,10450,1.0,8,1620,0.0,98005,47.5938,-122.154,2060,10450,0,37,1.0
9593,460000.0,4,2.5,2680,11998,1.0,8,1510,0.0,98003,47.337,-122.321,2680,12746,0,55,1.0
7934,450000.0,3,1.75,1830,5488,1.0,7,1010,0.0,98115,47.6914,-122.309,1200,5488,0,76,1.0
14462,320000.0,3,1.0,1630,5000,1.0,7,930,0.0,98108,47.5497,-122.295,1630,5480,0,61,1.0
3202,442000.0,4,1.5,1360,6110,1.0,7,1010,0.0,98116,47.5755,-122.396,1520,6110,0,60,1.0
19181,1190000.0,3,2.25,2760,40946,2.0,10,2760,0.0,98005,47.6501,-122.164,3030,42253,0,37,0.0
2396,446000.0,4,2.25,2270,7800,1.0,7,1290,0.0,98034,47.7278,-122.192,1480,7280,0,38,1.0
18739,631500.0,2,1.0,1130,2640,1.0,8,1130,0.0,98109,47.6438,-122.357,1680,3200,0,88,0.0
10699,335000.0,3,2.0,1340,1951,1.0,6,670,0.0,98144,47.5763,-122.309,1520,2248,0,100,1.0
824,431000.0,3,1.0,1810,7200,1.0,7,1130,0.0,98133,47.7493,-122.351,1810,8100,0,61,1.0
4388,240000.0,3,1.75,1780,5000,1.5,6,1080,0.0,98146,47.5105,-122.36,1500,5000,0,58,1.0
14528,548000.0,4,1.75,1690,7794,1.0,7,1090,0.0,98033,47.6888,-122.203,1380,7325,0,47,1.0
2953,329500.0,3,1.0,1080,5250,1.0,7,1080,0.0,98133,47.7309,-122.336,1100,5250,0,68,0.0
9360,925000.0,3,1.0,1630,3200,1.5,8,1630,0.0,98109,47.6351,-122.352,1710,3600,0,103,0.0
18502,698000.0,3,1.75,1220,7447,1.0,7,1220,0.0,98033,47.6886,-122.211,1340,7200,0,51,0.0
9375,403000.0,2,1.0,1100,3598,1.0,7,1100,0.0,98144,47.5738,-122.313,1240,3598,0,89,0.0
15801,322000.0,3,1.75,1400,18002,1.0,6,1400,0.0,98019,47.725,-121.967,2240,14068,0,38,0.0
13200,675000.0,4,3.0,2780,5000,1.5,7,1710,0.0,98116,47.5721,-122.381,1150,5000,0,96,1.0
13835,300000.0,6,2.5,3080,8163,1.0,7,1580,0.0,98030,47.3859,-122.221,1850,8658,0,30,1.0
4222,550000.0,3,2.5,2720,62310,1.0,8,2040,0.0,98038,47.4168,-122.074,2770,204296,0,30,1.0
5855,540000.0,3,1.75,2050,9580,1.0,8,1400,0.0,98074,47.6212,-122.038,1740,11952,0,31,1.0
12685,230000.0,3,1.0,1190,9083,1.0,7,1190,0.0,98198,47.4116,-122.293,1190,9450,0,60,0.0
6032,550000.0,3,1.75,1840,8086,1.0,8,1840,0.0,98052,47.67,-122.155,1840,8060,0,51,0.0
7536,625000.0,2,1.0,1100,4160,1.0,7,1100,0.0,98109,47.6352,-122.352,1900,4000,0,96,0.0
13210,543000.0,2,1.0,940,3864,1.0,8,940,0.0,98103,47.6631,-122.345,1440,3956,0,97,0.0
4258,300000.0,4,1.0,1370,8499,1.0,7,1370,0.0,98155,47.736,-122.301,1370,8187,0,66,0.0
6199,287000.0,4,2.0,1340,8190,1.0,7,1340,0.0,98146,47.4905,-122.343,1410,9721,0,73,0.0
3635,200000.0,4,1.0,1070,7467,1.5,7,1070,0.0,98178,47.4942,-122.235,1160,7467,0,71,0.0
11125,368000.0,4,2.75,2610,9426,1.0,7,1360,0.0,98188,47.4435,-122.279,1600,9426,0,50,1.0
14488,925000.0,5,3.0,3850,9457,2.0,9,2910,0.0,98177,47.727,-122.362,2830,9608,0,52,1.0
4079,246700.0,3,2.0,1610,13309,1.0,7,1610,0.0,98042,47.3398,-122.133,1610,15725,0,48,0.0
14509,750000.0,2,2.25,1890,5400,2.0,8,1610,0.0,98105,47.6688,-122.31,2820,4860,0,110,1.0
16422,410000.0,3,1.75,1510,6597,1.0,6,950,0.0,98144,47.5938,-122.315,1460,5320,0,76,1.0
3542,436000.0,3,2.25,2120,6710,1.0,7,1420,0.0,98155,47.7461,-122.324,1880,6960,0,56,1.0
7766,270000.0,3,1.5,1230,7500,1.0,7,1230,0.0,98198,47.4202,-122.331,1260,7800,0,53,0.0
13013,550000.0,3,1.0,960,12527,1.0,7,960,0.0,98033,47.6891,-122.203,1220,7579,0,43,0.0
3273,456500.0,3,2.25,2090,9163,1.0,7,1460,0.0,98034,47.7334,-122.167,1960,7713,0,40,1.0
2927,700000.0,3,1.0,1410,7200,2.0,6,1410,0.0,98144,47.5924,-122.302,1640,7200,0,114,0.0
2894,1250000.0,5,3.25,3160,13238,2.0,8,3160,0.0,98040,47.5373,-122.224,2360,12042,0,43,0.0
5963,253000.0,3,1.75,2040,7281,1.0,7,1020,0.0,98188,47.4681,-122.282,1740,7527,0,53,1.0
4655,302000.0,3,1.0,1600,1950,2.0,7,1600,0.0,98122,47.6028,-122.312,1310,1138,0,109,0.0
17347,425500.0,3,2.5,1970,2752,2.0,8,1970,0.0,98052,47.6345,-122.108,1850,2778,0,37,0.0
5231,199999.0,3,1.0,960,10815,1.0,5,960,0.0,98010,47.3091,-122.006,1330,10815,0,115,0.0
19437,300000.0,3,1.75,1310,9761,1.0,7,1310,0.0,98034,47.721,-122.228,1490,9600,0,48,0.0
6764,1340000.0,5,2.25,4200,5800,2.5,9,2910,0.0,98112,47.6284,-122.312,3060,5800,0,109,1.0
9486,308000.0,2,1.0,1680,9250,1.0,7,860,0.0,98072,47.7618,-122.162,1590,9542,0,46,1.0
3783,374950.0,3,2.5,2540,11562,1.0,8,1290,0.0,98028,47.7614,-122.229,2230,10310,0,51,1.0
8955,342000.0,3,1.0,1980,6450,1.0,6,1120,0.0,98106,47.5291,-122.356,1180,5160,0,65,1.0
12847,446000.0,4,2.5,1530,8375,1.0,7,1020,0.0,98034,47.7174,-122.236,1650,9794,0,41,1.0
13265,370000.0,3,1.0,1170,1105,1.0,7,1170,0.0,98126,47.5448,-122.375,1380,1399,0,50,0.0
12579,1080000.0,4,3.0,3600,9200,1.0,9,2100,0.0,98008,47.5866,-122.116,2700,9775,0,39,1.0
1460,140000.0,3,1.0,1090,10620,1.5,7,1090,0.0,98032,47.3748,-122.294,1380,10620,0,56,0.0
10595,510000.0,6,4.5,3300,7200,2.0,8,3300,0.0,98052,47.6798,-122.104,2470,7561,0,35,0.0
1396,465000.0,4,1.75,1810,21650,2.0,7,1810,0.0,98077,47.7358,-122.076,2700,29680,0,54,0.0
752,447000.0,3,1.0,1370,6001,1.0,7,1230,0.0,98108,47.5646,-122.317,1370,5520,0,71,1.0
7792,875000.0,4,1.0,1670,4600,1.5,8,1670,0.0,98103,47.6838,-122.332,1820,4600,0,109,0.0
8996,431000.0,2,1.5,1300,4000,1.5,6,1300,0.0,98144,47.5937,-122.301,1480,4000,0,115,0.0
17414,345000.0,3,1.5,1390,13860,2.0,7,1390,0.0,98045,47.4704,-121.747,1390,11860,0,36,0.0
17094,540000.0,4,1.75,2040,9322,1.0,8,1440,0.0,98155,47.7611,-122.298,1910,10026,0,38,1.0
15522,325000.0,2,1.0,800,7260,1.0,7,800,0.0,98126,47.5359,-122.367,1010,7440,0,62,0.0
13741,358000.0,3,1.0,940,6695,1.0,6,940,0.0,98008,47.6195,-122.12,1230,7400,0,56,0.0
7925,664000.0,6,2.5,3190,12196,2.0,8,3190,0.0,98052,47.6309,-122.103,2790,13068,0,36,0.0
13822,245000.0,3,1.5,1330,7125,2.0,7,1330,0.0,98034,47.7308,-122.194,1570,7350,0,47,0.0
9825,575000.0,4,1.75,2330,8800,1.0,7,1260,0.0,98008,47.6148,-122.113,2270,8800,0,54,1.0
11335,535000.0,4,1.75,1570,3250,1.5,8,1570,0.0,98136,47.5405,-122.393,1570,5720,0,87,0.0
17399,630100.0,4,2.75,1910,11356,1.0,7,1160,0.0,98033,47.6999,-122.2,1770,11357,0,38,1.0
14221,175000.0,3,1.5,1220,7300,1.0,7,1220,0.0,98001,47.3341,-122.279,1260,7347,0,42,0.0
5212,278500.0,3,1.75,1390,8980,1.0,8,1390,0.0,98022,47.2015,-122.005,1770,9085,0,30,0.0
2599,381500.0,2,1.0,900,2910,1.0,7,900,0.0,98115,47.6859,-122.322,1320,2910,0,91,0.0
8831,485000.0,4,2.25,1900,7200,1.0,8,1370,0.0,98146,47.5033,-122.372,2030,8008,0,38,1.0
4841,261000.0,4,1.75,1820,9824,1.0,7,1820,0.0,98042,47.3833,-122.093,1410,11013,0,47,0.0
12402,575000.0,4,2.0,1650,5000,1.0,7,1650,0.0,98117,47.6781,-122.374,1690,2276,0,60,0.0
11850,465000.0,3,2.0,1560,8640,1.0,7,1560,0.0,98034,47.7294,-122.186,1970,8625,0,48,0.0
14383,725000.0,4,2.5,2130,3420,1.5,7,1730,0.0,98103,47.649,-122.336,1520,3420,0,99,1.0
2546,235000.0,4,2.5,1810,39639,1.0,7,1230,0.0,98042,47.3472,-122.11,1810,44866,0,45,1.0
15807,525000.0,4,2.75,2530,11549,1.0,7,1700,0.0,98033,47.6557,-122.197,2530,10000,0,73,1.0
3158,780000.0,3,1.5,1620,7500,1.0,8,1620,0.0,98117,47.7014,-122.381,2440,7800,0,66,0.0
2657,202500.0,3,1.5,1510,9898,1.0,7,1110,0.0,98148,47.4303,-122.334,1420,9250,0,61,1.0
9841,890000.0,4,2.25,2870,8393,1.0,8,1480,0.0,98040,47.5787,-122.245,2930,9850,0,38,1.0
7911,475000.0,3,2.5,2420,36862,1.0,8,1530,0.0,98003,47.3264,-122.308,1670,9046,0,58,1.0
7331,215000.0,3,1.0,810,5240,1.0,6,810,0.0,98166,47.4734,-122.35,1700,5245,0,73,0.0
6401,470000.0,3,1.0,1460,8227,1.0,6,880,0.0,98125,47.7009,-122.301,1530,8128,0,67,1.0
