,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,condition,grade,sqft_above,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,ren,age
15160,612125.0,2,1.5,1670,6000,1.0,3,7,1090,0.0,98119,47.6517,-122.374,1670,6000,0,65
820,325000.0,3,1.0,1490,57381,1.5,4,5,1490,0.0,98092,47.2597,-122.228,1580,101529,0,83
9605,215000.0,3,1.0,980,5600,1.0,2,6,980,0.0,98106,47.5308,-122.361,1840,5302,0,66
9349,356000.0,4,2.0,1600,12500,1.0,5,7,1600,0.0,98166,47.4713,-122.355,1260,8306,0,77
6373,280000.0,2,1.0,2280,37500,2.0,3,7,2280,0.0,98136,47.525,-122.389,2360,6000,0,83
6895,505000.0,3,2.5,2400,9601,1.0,5,7,1390,0.0,98034,47.7256,-122.211,2010,9943,0,38
6054,760000.0,4,3.5,3000,5300,1.0,5,7,1780,0.0,98115,47.6748,-122.279,1360,5450,0,66
13064,385000.0,3,1.0,1470,11398,1.0,3,8,1470,0.0,98155,47.746,-122.296,1710,11407,0,65
4239,615000.0,4,2.75,2820,13193,1.0,3,8,1860,0.0,98006,47.5579,-122.174,2580,13193,0,50
19241,550000.0,3,2.0,1830,9152,1.0,5,8,1830,0.0,98006,47.5531,-122.181,1770,9220,0,56
17199,197000.0,3,1.75,1690,7735,1.0,4,7,1060,0.0,98001,47.3324,-122.28,1580,7503,0,39
510,585000.0,4,1.75,2430,7559,1.0,4,8,1580,0.0,98052,47.7206,-122.11,1980,8750,0,34
14336,517950.0,3,2.0,1410,5000,1.0,5,7,740,0.0,98107,47.6752,-122.361,1830,4000,0,107
390,345000.0,4,1.0,1550,7620,1.5,3,7,1550,0.0,98106,47.5287,-122.35,1450,7620,0,58
4227,475000.0,5,2.5,2010,3600,1.5,3,6,1510,0.0,98119,47.6522,-122.366,1780,3600,0,103
9079,220000.0,3,2.25,1400,7205,1.0,3,7,1140,0.0,98030,47.349,-122.166,1970,7252,0,30
3369,494000.0,2,1.0,1290,4650,1.0,4,7,1290,0.0,98115,47.6877,-122.325,1640,3900,0,109
8101,395000.0,2,2.0,1960,4018,1.0,5,7,980,0.0,98108,47.5629,-122.32,1240,4641,0,65
13685,249000.0,3,1.75,1300,8500,1.0,4,7,1300,0.0,98022,47.209,-122.005,1410,7800,0,51
16595,275000.0,4,2.0,1480,15000,1.0,4,7,1480,0.0,98055,47.4312,-122.196,1450,8768,0,58
14541,930000.0,3,1.75,2460,4240,1.0,4,7,1230,0.0,98103,47.6593,-122.337,1700,4240,0,90
3014,746000.0,4,2.75,2110,8190,1.5,5,8,2110,0.0,98008,47.6269,-122.1,2420,8400,0,49
44,309000.0,3,1.0,1280,9656,1.0,4,6,920,0.0,98058,47.4485,-122.175,1340,8808,0,56
6431,152000.0,3,1.0,920,4875,1.0,4,7,920,0.0,98042,47.3623,-122.09,1160,4875,0,37
2113,491500.0,4,2.75,2100,7236,1.0,3,8,1400,0.0,98034,47.7267,-122.232,1900,7519,0,36
8943,522000.0,4,2.25,1800,8623,1.0,4,8,1360,0.0,98033,47.692,-122.184,2370,8623,0,35
5125,300000.0,4,1.75,2200,7600,2.0,3,8,2200,0.0,98092,47.3131,-122.191,1910,7600,0,37
15399,574950.0,5,3.25,3160,10000,2.0,4,8,3160,0.0,98027,47.52,-122.047,2130,10000,0,35
6486,280000.0,3,1.75,2080,87991,1.0,3,6,1040,0.0,98014,47.6724,-121.865,2080,84300,0,45
6802,800000.0,2,1.0,1050,8750,1.0,4,7,1050,0.0,98004,47.6294,-122.215,3360,20115,0,64
17986,212000.0,3,1.5,1830,12233,1.5,4,5,1830,0.0,98022,47.2057,-122.003,1520,12233,0,85
5406,535000.0,3,1.75,2330,12141,1.0,3,7,1390,0.0,98072,47.7607,-122.146,1850,12141,0,32
4369,191000.0,3,1.0,990,8255,1.0,3,7,990,0.0,98148,47.425,-122.331,1180,9750,0,62
17154,379950.0,3,2.0,1080,5077,1.0,3,7,1080,0.0,98052,47.6836,-122.095,1070,3471,0,30
6174,650000.0,3,1.75,2140,9484,1.0,3,7,1290,0.0,98004,47.6234,-122.191,1960,9630,0,62
7941,200000.0,3,1.0,2120,31564,1.0,3,7,1220,0.0,98168,47.4938,-122.298,1790,11571,0,73
2549,425000.0,3,1.75,1680,3000,1.0,4,6,840,0.0,98103,47.68600000000001,-122.346,1540,3700,0,115
1352,345000.0,2,1.0,1350,4494,1.0,3,7,920,0.0,98126,47.5315,-122.38,1470,5225,0,66
14589,449000.0,2,1.0,1250,4576,1.0,3,6,1040,0.0,98118,47.5387,-122.266,1550,5000,0,90
7176,500000.0,4,1.0,1720,4011,1.5,4,7,1720,0.0,98107,47.6719,-122.396,1580,3784,0,111
12119,219950.0,3,1.5,1650,9936,1.0,3,7,1090,0.0,98003,47.3285,-122.328,1560,9890,0,48
2371,443725.0,3,1.75,1250,3880,1.0,4,7,750,0.0,98117,47.6869,-122.392,1240,3880,0,71
3789,160000.0,3,1.0,1350,8700,1.5,3,6,1350,0.0,98188,47.4497,-122.289,1300,8700,0,73
548,315000.0,4,2.75,2300,18360,1.0,4,7,1560,0.0,98058,47.4518,-122.16,1870,9588,0,36
13767,293550.0,4,1.75,1250,8840,1.0,4,7,910,0.0,98198,47.4138,-122.317,1410,8378,0,36
19342,1400000.0,5,3.25,4140,32700,1.0,3,10,2190,0.0,98177,47.7633,-122.369,3220,22077,0,42
11308,460000.0,3,1.75,1420,8250,1.0,4,7,1420,0.0,98007,47.6112,-122.133,2020,8250,0,55
5601,487000.0,2,1.0,1440,4046,1.0,3,7,960,0.0,98117,47.6901,-122.382,1400,4046,0,69
6951,210500.0,2,1.75,2040,8600,1.0,4,6,1430,0.0,98003,47.2755,-122.308,1310,7859,0,30
7488,515000.0,5,3.0,2670,11761,1.0,3,7,1370,0.0,98052,47.6895,-122.129,2580,10703,0,34
9134,383001.0,3,1.0,1180,7210,1.0,4,7,1180,0.0,98034,47.7267,-122.241,1700,7210,0,52
11138,399950.0,3,1.0,1040,9600,1.0,3,7,1040,0.0,98053,47.6738,-122.063,1370,10889,0,37
19058,760000.0,2,1.0,1410,3600,1.5,4,7,1310,0.0,98103,47.6695,-122.338,1740,4200,0,90
7881,425000.0,3,2.0,1500,8086,1.0,3,7,1060,0.0,98027,47.5584,-122.081,1550,8086,0,34
16475,314500.0,3,1.75,1700,17355,1.0,3,7,1200,0.0,98038,47.3637,-122.057,1900,9528,0,37
2214,327000.0,4,1.0,1620,6000,1.5,5,7,1620,0.0,98055,47.4763,-122.206,1310,6000,0,110
5260,215000.0,3,1.75,1280,10016,1.0,4,7,1280,0.0,98003,47.2823,-122.333,1670,9764,0,40
4415,425000.0,2,1.0,1270,6000,1.0,3,7,1270,0.0,98199,47.6482,-122.393,1770,6000,0,76
15633,599995.0,3,1.0,1620,3000,1.5,5,7,1620,0.0,98103,47.6888,-122.347,1420,3060,0,87
1831,565000.0,5,3.5,2700,11675,1.5,4,6,1950,0.0,98133,47.7172,-122.349,2160,8114,0,67
15556,715000.0,4,1.0,1710,6050,1.5,3,7,1410,0.0,98118,47.5569,-122.288,1560,4950,0,102
17638,350000.0,5,3.0,2320,8400,1.0,3,7,1510,0.0,98106,47.557,-122.365,1200,4800,0,52
4718,440000.0,4,1.5,1770,5750,2.0,3,7,1770,0.0,98116,47.5621,-122.394,970,5750,0,68
19030,425000.0,4,1.75,1910,16785,1.0,4,7,1110,0.0,98028,47.7474,-122.235,1590,9900,0,34
12032,1060000.0,3,2.75,2700,22343,1.5,4,10,2700,0.0,98040,47.5706,-122.209,3390,15682,0,38
9418,275000.0,3,1.5,1350,7800,1.0,3,7,1350,0.0,98059,47.4805,-122.158,1510,8040,0,56
7536,625000.0,2,1.0,1100,4160,1.0,3,7,1100,0.0,98109,47.6352,-122.352,1900,4000,0,96
13132,417400.0,3,3.0,2680,12285,1.0,4,8,2680,0.0,98055,47.4633,-122.196,2610,9558,0,45
14145,307000.0,5,1.5,1310,4800,1.5,3,6,1110,0.0,98106,47.5545,-122.365,960,4800,0,86
4513,360000.0,3,2.0,1930,15540,1.0,3,8,1260,0.0,98155,47.7675,-122.307,1900,12123,0,57
214,477000.0,4,2.75,1720,6270,2.0,3,8,1720,0.0,98118,47.5458,-122.268,2130,8700,0,37
3540,197000.0,4,1.0,1360,11175,1.0,3,7,1360,0.0,98188,47.4551,-122.272,1340,9702,0,54
19935,345000.0,3,2.25,2730,9388,1.0,3,7,1390,0.0,98030,47.3785,-122.185,2255,5701,0,40
5927,212500.0,3,1.5,1270,7128,1.0,4,6,1270,0.0,98198,47.422,-122.321,1270,7986,0,61
8146,183000.0,3,1.75,1330,9200,1.0,4,7,1330,0.0,98092,47.2916,-122.185,1590,9200,0,42
13638,240000.0,3,2.0,1400,6200,1.0,3,6,700,0.0,98133,47.7634,-122.34,1410,7564,0,67
1770,467500.0,4,2.5,3160,7210,1.0,4,7,1880,0.0,98034,47.7368,-122.183,2070,7560,0,46
5349,399000.0,4,2.5,2870,9292,2.0,3,8,2540,0.0,98058,47.4522,-122.123,2590,7533,0,36
7315,469950.0,5,2.5,2310,8303,1.0,3,7,1300,0.0,98034,47.7212,-122.211,1930,8303,0,40
14449,930000.0,5,2.0,3530,9385,1.5,3,9,3530,0.0,98144,47.5774,-122.285,4100,9203,0,90
18633,423000.0,4,1.75,1940,6909,1.0,4,7,970,0.0,98133,47.7108,-122.352,1460,6906,0,74
18634,550000.0,3,1.75,1520,5618,1.0,3,7,1170,0.0,98115,47.68,-122.284,1550,5618,0,62
8992,230000.0,3,1.0,1640,7187,1.0,3,7,1640,0.0,98058,47.455,-122.182,1340,8346,0,49
17521,439950.0,4,2.25,2460,14600,1.0,4,8,1720,0.0,98042,47.3762,-122.16,2460,14600,0,38
7277,506000.0,2,1.0,1570,8210,1.0,4,8,1150,0.0,98177,47.7221,-122.371,1680,8196,0,63
11593,495000.0,4,1.5,1810,7998,1.0,3,8,1210,0.0,98125,47.726000000000006,-122.297,1830,7763,0,55
11067,774000.0,4,2.75,2010,7000,2.0,5,8,2010,0.0,98199,47.6607,-122.396,1420,4400,0,114
6754,339888.0,4,1.75,1440,6144,1.0,5,6,720,0.0,98106,47.5257,-122.357,960,5160,0,68
7319,275000.0,3,1.0,1320,11090,1.0,3,7,1320,0.0,98155,47.7748,-122.304,1320,8319,0,60
12694,245000.0,2,1.0,1020,15000,1.5,3,6,1020,0.0,98168,47.4956,-122.321,1480,14519,0,82
16984,413000.0,4,1.0,1410,6000,1.0,3,7,810,0.0,98126,47.566,-122.373,1500,4800,0,90
16916,350500.0,3,2.25,1870,7200,1.0,3,7,1390,0.0,98072,47.734,-122.174,1830,7876,0,40
9202,850000.0,3,2.5,3260,91911,2.0,4,9,3260,0.0,98077,47.737,-122.074,2520,65775,0,31
3688,188200.0,3,1.0,1260,7265,1.0,4,7,1260,0.0,98002,47.2979,-122.224,940,7200,0,61
18739,631500.0,2,1.0,1130,2640,1.0,4,8,1130,0.0,98109,47.6438,-122.357,1680,3200,0,88
14472,248500.0,2,1.0,720,5160,1.0,3,6,720,0.0,98106,47.5274,-122.357,990,5160,0,66
10164,495000.0,4,1.75,1930,6720,1.0,3,8,1130,0.0,98115,47.6935,-122.312,1850,6380,0,56
6662,523000.0,3,1.75,3000,5413,2.0,4,8,1900,0.0,98115,47.6962,-122.312,1550,5413,0,52
3078,370000.0,4,2.0,1640,7200,1.0,3,7,1640,0.0,98155,47.7471,-122.324,1500,9000,0,52
15140,735000.0,4,2.0,1640,6000,1.5,4,9,1640,0.0,98119,47.6505,-122.375,1900,6000,0,104
14334,319000.0,4,1.0,1730,36356,1.5,4,6,1730,0.0,98031,47.4135,-122.199,1380,14060,0,61
8947,350000.0,2,1.0,1280,5250,1.0,4,7,1140,0.0,98126,47.5258,-122.377,1050,5250,0,73
9476,349170.0,4,1.75,1670,8856,1.0,3,7,1070,0.0,98178,47.5056,-122.251,1660,8088,0,60
14370,285000.0,2,1.0,780,5000,1.0,4,6,780,0.0,98146,47.5112,-122.357,1030,5000,0,72
11177,591000.0,4,2.25,2710,38180,2.0,4,8,2710,0.0,98077,47.77,-122.097,2590,38180,0,38
17213,300000.0,2,1.5,1150,3927,2.0,3,7,1150,0.0,98034,47.7248,-122.162,1400,3425,0,33
9113,250000.0,3,1.75,1200,24805,1.0,3,6,1200,0.0,98031,47.4236,-122.195,2150,4339,0,31
4148,378950.0,4,2.0,1820,8400,1.0,5,7,1300,0.0,98155,47.7615,-122.329,1700,9450,0,59
1721,300000.0,3,1.75,1830,51836,1.0,4,7,1430,0.0,98059,47.4774,-122.098,1320,51400,0,49
10861,291000.0,4,2.5,1580,6633,2.0,4,7,1580,0.0,98042,47.3768,-122.118,1590,6633,0,31
9758,366000.0,3,1.75,1510,8301,1.0,3,7,1510,0.0,98034,47.7243,-122.222,1460,7910,0,48
1072,986000.0,3,2.5,2380,16080,1.0,4,9,1340,0.0,98136,47.5262,-122.386,2560,10070,0,51
15967,230000.0,3,1.0,880,9035,1.0,4,6,880,0.0,98059,47.476000000000006,-122.151,1440,10350,0,48
9811,224000.0,1,0.75,840,7203,1.5,3,6,840,0.0,98168,47.4756,-122.301,1560,8603,0,66
2332,264900.0,4,2.5,2040,7000,1.0,3,7,1250,0.0,98031,47.4056,-122.176,1900,7378,0,36
14282,783500.0,3,2.5,2850,7130,2.0,3,10,1990,0.0,98122,47.603,-122.289,2280,6459,0,35
14833,825000.0,5,1.75,2330,6000,1.5,3,8,2080,0.0,98199,47.6461,-122.392,2150,6000,0,78
2904,516250.0,6,2.0,2390,8660,1.5,4,7,2390,0.0,98011,47.7589,-122.216,2250,12942,0,90
13766,375000.0,3,1.75,2100,9066,1.0,3,8,1440,0.0,98188,47.4294,-122.292,2000,9132,0,53
7333,565000.0,4,1.0,2170,12100,1.0,5,7,2170,0.0,98033,47.6893,-122.164,1270,12844,0,54
7142,725000.0,6,3.0,2480,12000,2.0,3,8,2480,0.0,98007,47.6131,-122.145,2220,8580,0,43
15850,237500.0,2,1.0,810,8494,1.0,3,6,810,0.0,98155,47.7389,-122.324,1050,7975,0,66
6135,259000.0,2,1.0,1210,17389,1.0,4,5,1210,0.0,98059,47.5044,-122.148,2140,14419,0,67
6939,280000.0,3,1.0,1330,20562,1.5,3,5,1330,0.0,98045,47.4807,-121.775,1350,20562,0,56
3258,256000.0,3,1.0,880,5375,1.0,4,5,880,0.0,98055,47.4858,-122.202,980,4838,0,91
3508,749950.0,4,2.75,3110,35235,2.0,4,9,3110,0.0,98072,47.7355,-122.095,2790,35445,0,32
530,270500.0,3,2.5,1780,7848,1.0,3,7,1320,0.0,98038,47.3608,-122.056,1680,7848,0,37
11441,354000.0,5,1.75,1830,7986,1.0,4,7,1060,0.0,98106,47.5208,-122.35,1410,7260,0,53
2219,235000.0,4,2.0,1570,9415,2.0,4,7,1570,0.0,98092,47.3168,-122.174,1550,8978,0,31
6030,450000.0,4,1.75,1520,5250,1.0,3,6,1520,0.0,98199,47.6581,-122.39,1530,5250,0,66
11854,220000.0,3,1.0,1130,12519,1.0,3,7,1130,0.0,98056,47.4965,-122.176,1460,12507,0,57
3870,215000.0,1,1.0,970,7639,1.0,4,5,570,0.0,98166,47.4655,-122.346,1360,7380,0,95
7140,605000.0,2,2.0,1270,5500,1.5,4,8,1270,0.0,98122,47.6121,-122.294,1870,4400,0,94
3623,410000.0,3,1.75,1440,7112,1.0,3,7,1180,0.0,98034,47.7304,-122.227,1570,9152,0,36
14831,289000.0,2,1.75,2056,52333,1.0,4,7,1048,0.0,98001,47.2592,-122.291,2220,6458,0,35
5039,560000.0,3,1.75,2340,12443,1.5,4,8,2340,0.0,98006,47.5432,-122.177,1970,9600,0,50
1269,470000.0,4,2.5,2680,8062,1.0,4,7,1530,0.0,98198,47.4132,-122.328,1920,8600,0,48
12730,695000.0,3,1.75,2080,5687,1.5,4,8,2080,0.0,98144,47.5776,-122.289,2300,5995,0,91
2546,235000.0,4,2.5,1810,39639,1.0,3,7,1230,0.0,98042,47.3472,-122.11,1810,44866,0,45
4852,147500.0,3,1.5,1230,10125,1.0,3,7,1230,0.0,98198,47.397,-122.299,1970,10125,0,55
1938,240000.0,3,1.0,1260,7920,1.0,3,7,1260,0.0,98003,47.3452,-122.308,1300,7920,0,49
15085,194000.0,3,1.0,1180,6050,1.0,3,6,820,0.0,98178,47.4945,-122.249,1070,6050,0,71
5387,323000.0,4,1.75,1310,9690,1.0,4,7,1310,0.0,98011,47.7559,-122.226,2280,9618,0,48
18799,855000.0,4,2.25,2190,4080,2.0,3,8,1800,0.0,98119,47.6425,-122.358,2100,4080,0,97
18033,240000.0,3,1.0,1690,20063,1.5,4,7,1690,0.0,98001,47.3556,-122.294,1700,15899,0,102
11204,435000.0,4,1.75,2520,7200,1.0,5,7,1260,0.0,98056,47.4835,-122.192,2360,7300,0,60
2387,900000.0,4,3.25,4700,38412,2.0,3,10,3420,0.0,98005,47.6445,-122.167,3640,35571,0,37
4067,324888.0,4,1.75,2160,28750,2.0,4,8,2160,0.0,98092,47.3212,-122.118,1790,53578,0,37
7350,325000.0,3,1.75,2420,14862,1.0,3,8,1380,0.0,98023,47.3301,-122.365,2550,14675,0,38
19053,1420000.0,4,3.0,3110,4408,2.5,4,10,2510,0.0,98105,47.6583,-122.27,3250,5669,0,84
17411,480000.0,2,1.0,1500,3420,1.0,3,7,1500,0.0,98103,47.661,-122.338,2050,3420,0,113
16155,310000.0,4,1.5,1220,9600,1.0,3,6,1220,0.0,98014,47.6462,-121.909,1180,9000,0,35
12562,184000.0,3,1.0,970,14850,1.0,3,7,970,0.0,98001,47.3251,-122.268,1410,14850,0,47
9711,305000.0,6,2.0,1900,8240,1.0,2,7,1200,0.0,98125,47.7037,-122.296,1900,8240,0,51
4130,292000.0,3,1.75,1090,4500,1.5,5,8,1090,0.0,98118,47.5157,-122.256,1640,5225,0,86
16956,288000.0,3,2.25,2090,7500,1.0,4,7,1280,0.0,98031,47.3951,-122.172,1800,7350,0,38
2206,783000.0,4,2.75,2080,5000,1.0,5,8,1470,0.0,98199,47.6422,-122.403,1970,5000,0,75
9548,400000.0,2,1.0,840,5510,1.0,3,7,840,0.0,98136,47.5247,-122.391,1630,5510,0,60
12671,498000.0,3,2.0,1620,8400,1.0,3,7,1180,0.0,98052,47.6574,-122.128,2120,8424,0,47
2533,595000.0,4,2.25,1920,3225,1.5,5,7,1300,0.0,98116,47.5848,-122.384,1960,3750,0,92
16645,552321.0,3,2.5,1960,8469,2.0,4,8,1960,0.0,98052,47.7236,-122.105,2040,8189,0,31
3115,336000.0,3,1.5,1240,5000,1.0,3,7,1240,0.0,98106,47.5659,-122.36,1050,5000,0,51
15754,1260000.0,4,2.5,3150,13700,2.0,4,9,3150,0.0,98040,47.5309,-122.224,3200,11900,0,49
2928,295000.0,1,1.0,520,5600,1.0,3,6,520,0.0,98116,47.5579,-122.395,1030,5265,0,97
19279,190000.0,3,1.0,1280,5100,1.0,3,7,880,0.0,98178,47.5035,-122.259,1360,6120,0,54
698,225000.0,3,1.75,1760,26055,1.0,3,7,920,0.0,98042,47.3664,-122.1,1350,13475,0,36
255,592500.0,2,2.0,1420,9191,1.5,5,7,1420,0.0,98115,47.6979,-122.32,1420,6816,0,87
585,330000.0,3,1.75,1510,15744,1.0,3,7,1510,0.0,98045,47.476000000000006,-121.755,1470,15744,0,30
2991,604000.0,4,1.75,1490,4485,1.0,3,8,1350,0.0,98199,47.6388,-122.399,1380,4846,0,55
9725,410000.0,2,1.0,1030,4366,1.0,3,7,1030,0.0,98136,47.5311,-122.384,1890,4499,0,103
743,305000.0,3,1.0,1160,9750,1.0,3,7,1160,0.0,98077,47.7422,-122.073,1160,9650,0,48
16347,207000.0,3,1.5,1460,11100,1.0,3,7,1460,0.0,98003,47.3253,-122.298,1460,11100,0,59
14131,825000.0,4,2.25,2110,12653,2.0,4,8,2110,0.0,98040,47.536,-122.225,2350,10980,0,43
9279,195000.0,2,1.0,1080,3899,1.0,4,8,1080,0.0,98198,47.3792,-122.321,1090,3899,0,43
6060,399950.0,3,1.75,1560,5223,1.0,4,7,810,0.0,98125,47.7175,-122.288,1440,8491,0,75
2786,545000.0,2,1.5,1620,3760,2.0,5,7,1170,0.0,98144,47.6012,-122.291,2130,4000,0,91
14466,349990.0,3,1.0,1350,165092,1.0,5,6,1350,0.0,98022,47.2217,-122.063,2300,211266,0,90
10788,825000.0,2,2.0,1830,3600,1.0,4,7,1230,0.0,98109,47.6359,-122.351,2020,3600,0,89
13442,230000.0,6,1.5,1810,4838,1.5,4,5,1050,0.0,98055,47.4874,-122.202,1300,4838,0,110
1835,243000.0,3,1.75,1790,12000,1.0,3,7,1040,0.0,98198,47.3945,-122.313,1840,12000,0,55
4520,875000.0,2,2.5,2720,4913,1.0,4,8,1700,0.0,98199,47.6384,-122.404,2520,5303,0,79
10455,265000.0,3,1.0,1620,9450,1.5,3,7,1620,0.0,98168,47.5136,-122.313,2070,11970,0,87
16438,600000.0,3,1.0,1480,17360,1.0,3,8,1480,0.0,98136,47.5179,-122.387,2250,8720,0,61
18135,627000.0,3,2.0,1940,3800,1.0,4,7,1050,0.0,98115,47.6842,-122.309,1700,3800,0,88
5178,220000.0,3,1.75,1900,7680,1.0,3,7,1260,0.0,98178,47.5081,-122.266,2000,7740,0,56
3665,480000.0,3,2.25,1680,9090,1.0,4,7,1130,0.0,98008,47.6068,-122.13,1960,9090,0,56
15065,288000.0,5,2.75,2790,4807,1.5,4,7,2140,0.0,98002,47.3098,-122.223,1056,4807,0,66
6177,471000.0,4,1.75,1760,5750,1.0,5,7,1070,0.0,98126,47.5521,-122.373,1860,5750,0,53
5978,354000.0,3,1.0,990,7590,1.0,3,6,990,0.0,98008,47.6228,-122.121,1100,7590,0,56
7968,365000.0,4,1.5,1820,12327,1.0,4,7,1380,0.0,98006,47.5767,-122.144,1450,9256,0,60
17454,307000.0,3,1.0,1020,8484,1.0,3,6,1020,0.0,98155,47.7719,-122.31,1180,9660,0,66
7283,550000.0,3,2.25,1720,9600,1.0,4,7,1220,0.0,98052,47.6581,-122.126,1720,9600,0,48
18644,618000.0,2,1.0,1890,4700,1.0,4,7,1030,0.0,98107,47.6747,-122.391,2150,4700,0,87
14192,913888.0,5,2.25,2370,15512,2.0,4,9,2370,0.0,98006,47.5555,-122.15,2380,15100,0,34
17486,115000.0,2,1.0,790,7252,1.0,3,5,790,0.0,98146,47.5048,-122.365,1260,11470,0,85
12950,250000.0,3,1.75,1350,8548,1.0,3,7,1350,0.0,98003,47.3179,-122.33,1660,8538,0,30
14036,292000.0,3,1.75,1730,11325,1.0,5,7,1730,0.0,98031,47.3921,-122.182,2030,17859,0,43
7949,440000.0,4,2.5,2410,7517,2.0,3,8,2410,0.0,98058,47.4388,-122.142,2420,8095,0,32
7988,259900.0,4,2.75,1560,8820,1.0,3,7,1060,0.0,98001,47.3382,-122.257,2140,7800,0,36
1545,503000.0,3,2.75,1540,6760,1.0,5,7,1210,0.0,98034,47.7163,-122.212,1540,7416,0,35
4561,530000.0,4,2.25,2410,14985,1.0,4,7,1950,0.0,98166,47.4278,-122.343,2510,15256,0,50
14549,540000.0,4,1.5,2993,19400,2.0,4,7,2233,0.0,98166,47.4692,-122.365,2060,15100,0,94
11727,126000.0,1,1.0,610,4400,1.0,3,5,610,0.0,98055,47.4865,-122.197,1090,4930,0,93
1525,713000.0,5,2.75,2580,9242,2.0,4,8,1720,0.0,98007,47.5943,-122.133,2240,9316,0,48
19570,450000.0,2,1.0,950,4560,1.5,3,7,950,0.0,98112,47.6288,-122.3,2040,4560,0,90
12964,525000.0,3,1.5,1840,10956,1.0,4,8,1840,0.0,98033,47.6746,-122.164,1680,10950,0,45
6019,920000.0,4,1.5,1850,3600,2.0,3,8,1660,0.0,98112,47.6376,-122.307,1970,3600,0,86
231,500000.0,4,2.75,2280,15347,1.0,5,7,2280,0.0,98059,47.5218,-122.164,2280,15347,0,55
18608,352000.0,4,1.75,1850,5712,1.0,3,7,1850,0.0,98115,47.6966,-122.324,1510,6038,0,61
15510,519000.0,3,1.75,2000,5680,1.0,4,7,1080,0.0,98117,47.6805,-122.366,1230,4535,0,112
4109,462600.0,3,1.75,1430,11761,1.0,4,8,1430,0.0,98052,47.6686,-122.157,2040,10035,0,51
4103,698000.0,6,2.5,2680,11250,1.0,5,7,1340,0.0,98033,47.6553,-122.19,2200,9875,0,48
14003,255000.0,3,1.0,1160,8636,1.0,3,6,1160,0.0,98146,47.5097,-122.357,1300,8636,0,92
7675,345000.0,2,1.0,960,2700,1.0,3,6,780,0.0,98144,47.6013,-122.299,1400,3000,0,111
18250,415000.0,2,1.0,760,4000,1.0,3,7,760,0.0,98117,47.6896,-122.396,1520,4000,0,71
8285,597500.0,4,3.0,1890,35280,1.0,3,9,1510,0.0,98052,47.7112,-122.099,2730,34525,0,36
1783,285000.0,4,2.25,2150,8250,1.0,4,7,1240,0.0,98023,47.3045,-122.378,2050,7875,0,37
11982,445000.0,2,1.0,910,7200,1.0,4,7,830,0.0,98136,47.5145,-122.39,1700,7200,0,79
17724,322000.0,3,1.75,2200,12231,1.0,4,7,1250,0.0,98056,47.5076,-122.173,2200,9825,0,51
4367,499950.0,4,1.75,1520,7700,1.0,4,7,1520,0.0,98034,47.7356,-122.191,1520,7500,0,48
18983,270000.0,3,1.0,1010,14510,1.0,5,7,1010,0.0,98042,47.3437,-122.078,2020,44866,0,41
6945,452000.0,3,2.25,2600,14810,1.0,4,8,1490,0.0,98166,47.4326,-122.341,2450,16715,0,59
2431,490000.0,3,1.75,1540,9000,1.0,3,8,1540,0.0,98125,47.7152,-122.322,1710,7488,0,44
12588,495500.0,3,2.5,2010,57934,1.0,3,7,2010,0.0,98014,47.6262,-121.96,2040,55527,0,37
8513,312000.0,2,1.0,1170,5150,1.0,3,6,980,0.0,98118,47.5503,-122.283,1660,5150,0,108
11711,622000.0,4,1.75,3020,10714,1.0,5,8,1510,0.0,98006,47.56,-122.181,2230,14400,0,57
2287,354950.0,3,1.75,1780,9689,1.0,3,7,1130,0.0,98072,47.7628,-122.163,1660,9786,0,39
8890,653000.0,3,2.25,2800,17300,1.0,4,8,1420,0.0,98006,47.5716,-122.128,2140,12650,0,44
11875,254000.0,2,1.0,910,6000,1.0,3,6,910,0.0,98118,47.5253,-122.266,1460,5800,0,72
6986,221000.0,3,1.0,1150,7260,1.0,3,7,1150,0.0,98133,47.7344,-122.333,1200,7888,0,56
875,147500.0,3,1.0,1530,8498,1.0,3,7,1530,0.0,98031,47.404,-122.203,1380,8498,0,56
6525,585000.0,4,2.5,1860,8117,1.0,4,8,1460,0.0,98008,47.6228,-122.104,2040,8199,0,49
2707,545000.0,6,1.75,1820,6250,1.0,3,7,1130,0.0,98116,47.57899999999999,-122.39,1820,5750,0,61
15192,471000.0,2,1.0,840,5100,1.0,4,7,840,0.0,98117,47.6779,-122.384,1550,5100,0,66
14582,685000.0,4,2.75,1660,5150,1.5,5,7,1280,0.0,98117,47.6835,-122.362,1490,4017,0,87
2817,248000.0,3,2.5,2120,6840,1.0,3,7,1220,0.0,98092,47.278,-122.145,1820,8200,0,31
15287,314000.0,5,2.75,2210,13500,1.0,5,7,1460,0.0,98188,47.4468,-122.282,1590,10850,0,52
10942,875000.0,4,1.5,1800,3245,1.5,4,8,1800,0.0,98103,47.6605,-122.331,1800,4275,0,86
2043,399950.0,4,1.5,1850,6125,1.5,3,6,1110,0.0,98126,47.5352,-122.37,990,6125,0,70
13786,592000.0,3,1.75,1560,7424,1.0,5,8,1560,0.0,98117,47.6981,-122.374,1370,7424,0,75
6256,675000.0,3,1.5,2510,3600,2.5,4,8,2510,0.0,98112,47.6195,-122.313,1740,1885,0,108
